UserId,ItemId
16,2795 487 2971 2902 842 655 2022 2885 1195 1474 387 1132 384 1242 706 2455 2068 417 3092 1871 313 231 2899 2152 780 861 1417 1113 277 2810 2966 1761 2312 1443 2470 644 1119 1812 51 588 2862 2173 1598 1272 3156 663 1915 1246 1684 1056
17,241 2320 423 964 497 471 1575 3241 2306 2855 1956 346 1474 2351 2976 454 910 706 856 3236 1533 1722 100 2002 697 2946 1305 1784 1137 1088 2986 2216 71 755 1973 517 1087 1402 2878 1922 1702 490 2724 539 702 2651 1117 1290 1975 1106
18,2339 2514 2973 359 898 1465 602 770 1923 799 2034 2108 3109 2537 1193 275 1515 77 2770 3229 802 2747 3182 1922 2455 2527 1424 1586 2022 1643 3241 1736 1412 374 3078 3086 1417 505 84 1260 968 2546 3209 21 1348 1589 1656 3118 1080 706
19,2537 157 2940 2180 1135 1194 1949 845 2100 1455 3078 719 2127 384 2464 1465 961 2547 3127 2228 1193 2319 3013 1197 619 259 401 117 2149 3215 1200 331 2359 1637 3178 2757 2091 1023 2030 1247 702 2980 1099 1621 128 412 1641 2971 2222 2444
20,2393 491 1352 1197 924 2133 3194 2343 1046 91 1357 2841 1939 1811 31 1306 1371 767 1200 2652 814 2855 1855 1336 2287 2384 512 607 3032 2874 2333 2024 2035 2312 1364 1575 2944 998 945 1560 697 1737 1127 975 48 1942 1840 865 1122 1755
21,3030 3152 3186 2966 144 3049 1802 2334 2470 1603 1409 713 417 1259 2441 1242 498 1297 1365 486 2174 1195 234 365 1369 694 2885 783 1056 2016 2282 1132 538 475 294 372 1386 2232 2525 3008 3105 71 2700 3156 2946 2944 465 2320 497 186
22,1341 168 465 3229 3037 117 296 2066 1034 1860 15 1386 1459 2022 1060 470 2222 2336 1424 313 277 2035 1156 584 255 2380 2987 1923 1204 2201 2814 2166 749 2953 745 3127 2997 1426 2541 118 1300 2788 3142 31 2841 1351 1357 2838 2464 1896
23,2525 371 3104 1452 2030 719 1685 2415 741 1868 217 162 372 2807 2163 1789 2767 316 910 1770 783 515 2831 2463 1324 2791 3142 1533 2070 706 2937 2883 2351 43 868 190 964 808 1302 48 892 2891 2541 594 609 1567 589 1795 1215 1031
24,2807 1324 471 1386 2788 1474 1634 2841 2127 629 1304 468 2885 277 2652 4 719 3068 2899 589 1046 1731 496 3220 2173 2035 865 1200 1685 488 231 457 2546 486 1470 990 988 275 2865 1190 2953 1078 688 3 361 1017 214 3241 2521 1430
25,1860 2403 485 1624 2608 494 1786 2464 1405 329 3032 3248 770 2547 77 2623 3026 750 594 2973 2791 1660 1376 3071 1792 2622 2024 2536 1023 313 2031 1756 1589 1104 259 1456 1619 2312 1059 1189 1677 269 1193 749 812 1198 2537 299 1949 2351
26,2893 539 1573 2690 770 677 1216 89 204 1055 2350 2810 494 2129 1130 3103 1702 2661 1825 2304 2338 2193 2595 2652 1907 3142 2831 2976 465 2464 733 1474 2716 1533 3209 2077 1575 3210 294 1505 457 2065 751 821 1861 1386 2082 307 299 2217
27,2791 190 1795 213 2213 319 1154 2251 1054 3023 426 2965 1866 2089 1881 2440 1895 2385 2014 847 678 876 1808 2174 96 3003 2900 783 2521 1100 613 326 954 1976 1075 2173 1452 3186 443 1575 1167 689 2611 1415 231 690 2209 856 2902 1868
28,1216 150 1056 2921 863 1684 1447 443 1206 845 2185 751 1020 847 2077 2661 2902 1812 3142 1063 2757 2855 651 836 471 2537 706 1635 1269 741 1861 2885 3031 3040 357 2527 2841 122 1496 593 1723 1504 2178 3105 486 209 990 655 2811 3176
29,1379 2230 306 2179 2752 1978 1045 1245 713 2835 1643 108 1386 2470 728 3032 945 738 521 803 2177 255 2351 1410 886 2726 1468 607 3130 204 1193 2533 2714 2320 956 2480 3168 1348 1768 2874 2688 1956 962 241 1475 2652 1878 957 181 1737
30,3202 2950 887 3089 1551 2905 2789 590 2775 3254 1505 2177 707 312 2780 1909 3158 2749 2488 1340 1660 954 957 597 1942 313 20 582 102 2170 770 2470 1017 2180 2934 2184 863 2812 1868 1049 465 1755 1861 1684 501 2236 3209 987 2111 1245
31,575 1900 1575 444 1760 1034 1659 2503 1268 1501 1386 1260 387 2527 313 2299 3229 2035 2852 1456 445 770 2514 2789 958 1376 3118 1324 277 2519 1352 2952 20 745 2908 2698 471 1307 1593 2337 1861 357 2592 1197 1767 2715 2770 2536 1295 3205
32,470 1956 845 331 1377 3023 1560 307 1737 702 454 3142 3209 3233 1770 2757 1040 1714 2173 1575 1200 1614 168 1185 1410 2946 1034 2167 255 1455 2541 1999 949 1864 2964 266 3078 719 2568 317 1020 1812 1941 767 231 2179 1193 497 2977 1475
33,2324 2820 95 709 2461 551 1126 1199 3090 1944 732 1351 3054 2684 33 801 2038 2084 768 1410 297 1411 1429 2467 587 43 507 2064 607 202 1554 2856 2584 1142 470 3078 3044 3039 1539 3242 3233 1355 1956 738 510 1845 35 1778 2090 3172
34,1504 1516 2340 539 1752 2525 2977 2333 719 1099 1116 2631 1474 1167 372 1327 1672 1072 3084 1803 975 1136 231 3164 2662 2466 2024 2841 2246 2474 489 2881 1575 1130 672 102 1331 1846 1303 1836 617 132 357 2645 856 847 1185 2971 3147 2259
35,1386 1956 1402 2035 2595 2044 2649 2750 1060 1770 3059 1567 2855 988 910 957 990 2428 2351 2171 1722 2971 2616 1239 1357 296 1292 945 68 1197 719 1533 1868 783 154 2933 870 1017 644 3209 2147 1280 865 204 2111 465 1879 589 2087 532
36,2497 270 585 819 2412 3242 396 2532 510 3023 682 1360 1137 3209 422 61 1042 545 2312 2197 2942 1124 2411 1671 3182 1547 1165 2960 3123 1986 1680 3109 1812 3044 1927 1941 755 2621 2627 824 2522 2235 2233 1594 1200 1920 940 494 2034 2955
37,122 2985 3236 1386 2350 192 2688 1770 1063 2885 302 2470 485 1117 2726 454 2937 2217 2464 241 655 2022 2320 2541 1022 868 1922 803 517 2946 2262 1318 521 2351 694 1106 465 1339 307 1269 1474 1797 856 2781 3241 2957 1470 1956 1990 1800
38,512 1747 28 2999 214 2952 2626 1254 2445 2905 2726 2325 1999 3080 1714 1128 366 3205 2232 2441 2799 2875 1991 603 157 3124 454 292 435 1402 956 1956 1649 497 319 491 114 1822 3114 2921 803 2494 3059 1602 312 2298 1737 2994 1745 551
39,1756 84 1593 2027 1803 1424 1023 2928 892 2536 59 178 3158 1343 146 2540 1865 464 209 1828 167 2855 1429 1540 1786 1407 760 504 979 1922 1539 2208 2014 959 117 1628 1812 1177 2602 763 2106 2403 3236 2603 2549 0 1944 589 2861 1870
40,578 2213 2318 1573 494 2312 1743 1321 505 1281 2885 1575 2180 471 2361 2840 1235 2337 2627 923 3040 706 181 1185 2828 2664 2384 2652 1969 1895 2351 1986 1386 2533 2602 275 2991 2726 2547 2823 1567 976 1430 1890 2233 307 515 1446 1096 2022
41,1127 976 2024 2463 783 157 497 2878 2320 828 1722 518 417 100 1497 609 1030 1755 1696 489 2470 1167 2738 1409 1711 517 371 1567 229 2350 765 2875 2845 2771 1956 1800 2068 2404 1939 2464 2466 2862 991 2944 803 1196 3068 3209 2006 1336
42,1507 835 227 2988 43 1510 2387 497 2402 3009 1378 403 705 2776 3039 949 1733 838 2351 405 2353 231 391 2852 2033 199 1832 2131 1247 3100 2548 2225 2646 2963 307 266 2652 718 2299 2523 372 2945 2726 2350 3254 239 2380 1474 1215 364
43,319 2932 1292 2962 1147 48 1600 115 2878 2198 448 2147 1875 2217 2726 539 1975 1533 1474 2791 1040 3014 513 1496 2885 1695 1200 2176 1864 2474 1239 242 1290 2232 280 454 783 2883 1901 2937 2713 2291 1415 1647 1556 1797 1836 2551 1280 1276
44,1861 1362 3105 2678 1575 553 1745 1456 939 3052 2805 2886 1034 2869 2779 161 1804 1468 1224 1781 1631 981 94 1659 1176 2282 829 1474 81 165 2850 98 1137 1703 1275 2071 1966 1006 3221 1353 856 2572 3237 2746 231 1391 938 0 2111 2115
45,2710 2333 264 2887 3009 2921 3184 2885 1087 1861 3134 2862 588 2809 1873 987 275 3041 2217 2392 573 751 847 319 1684 2959 1812 585 734 2537 2129 1184 2942 539 384 283 3167 2855 2889 625 471 1837 685 1455 829 405 832 2395 651 741
46,664 2320 2350 1784 2401 100 385 2393 2529 2541 2470 3247 1818 1498 245 1071 2022 168 1737 2428 501 973 1137 2726 2568 2835 952 2322 765 644 517 2020 19 3144 803 1060 1443 1022 1651 2466 2937 1386 2919 1423 1764 1238 2933 192 1879 2380
47,1056 1864 2885 2652 2163 2537 2855 471 1298 1386 2320 865 609 1770 719 856 3165 2883 1185 13 231 505 987 1324 2474 1784 2921 786 1533 294 2070 1295 2977 637 783 170 2111 1868 803 1268 2398 3014 1602 82 741 1991 847 335 517 1614
48,1785 1684 1666 2323 1759 981 1941 2217 2805 2710 2193 1125 2977 54 2124 553 1415 2306 39 2651 3106 3040 294 275 133 2661 155 677 1861 96 92 2128 1137 598 876 838 1755 2538 741 1362 1455 614 1025 445 613 960 64 358 1474 2182
49,485 2575 429 1456 2706 2464 1352 862 2904 639 31 2460 1134 3181 1102 2064 473 1326 496 2940 783 770 1660 1616 865 1409 2561 578 1193 2636 2454 825 518 1887 2678 2514 1013 3032 780 2323 1474 2764 2677 275 2092 1976 2411 86 1021 1417
50,2499 2222 589 2885 1745 3118 2483 1324 1197 723 1386 2035 2299 117 2217 1861 2022 3052 800 1828 1343 2173 2781 1770 3241 3109 2225 2066 3037 644 2455 2652 3142 181 3236 3209 2804 745 3190 2350 2822 1423 2956 209 2351 1673 1663 631 275 1213
51,370 181 982 2340 2504 2075 1670 1795 678 1483 1768 449 275 2537 1784 480 2990 1648 538 1943 824 2185 960 2209 100 234 338 1567 2771 1455 3079 1026 2791 1977 2138 3049 1737 2455 2674 2107 1868 2845 2466 2726 2320 501 2401 2661 2971 2862
52,2788 222 2458 734 2250 825 2682 75 2594 98 1976 422 1088 2499 3175 3142 1923 1881 119 1496 1006 1034 275 2841 1156 335 719 2952 3210 1143 1873 692 337 651 2385 2066 629 2887 682 1735 1417 537 471 2781 1017 712 2275 2455 1295 3182
53,2020 92 275 1575 2537 2339 1455 2661 2380 2312 865 2638 1505 2946 2805 1218 1194 3142 741 370 2193 2885 2464 402 1635 1152 294 1868 2734 1474 1063 2977 2392 719 590 998 2445 1200 98 2034 1716 2320 505 1547 1621 1770 2651 1048 1804 405
54,2952 1017 3223 471 13 1795 1135 938 2879 672 2661 2986 1456 3143 1474 718 2474 964 1828 3231 1573 1938 1028 267 68 2568 2757 117 1533 3228 453 2898 3142 935 3085 2163 446 1567 706 1635 1496 1197 2115 1770 2247 2652 2546 3010 2455 2976
55,2914 31 2595 1386 3049 1031 491 987 2885 2855 609 1410 2541 277 644 2320 233 2325 2022 2470 3209 2198 1474 1770 3181 91 1443 2232 1956 214 1567 589 1754 454 1295 362 2012 1789 2350 361 1197 2460 2147 48 1306 423 147 2338 2652 280
56,3242 2421 528 956 2428 2702 3069 990 443 2223 328 782 544 2135 2262 2860 108 364 539 1495 2071 1533 827 242 304 1720 2329 1600 2606 1269 2113 1055 3188 2934 1010 2498 1468 1302 901 2952 1280 1951 2964 1525 733 1706 61 2227 932 426
57,122 2537 1200 231 975 1421 1770 2652 3142 2470 2385 2392 1784 776 2791 741 1195 2551 710 2455 1010 1722 845 1088 2885 2862 2173 856 2981 1386 2312 1159 1020 2921 2115 1325 1795 1450 954 1152 2902 150 1056 2946 2734 489 335 3186 1269 2258
58,2614 629 1415 2166 319 335 1366 2698 3065 785 78 1084 1596 825 2550 451 2281 2965 127 990 2781 3210 613 1594 2887 836 1362 1014 1309 2433 743 585 734 768 403 2148 2934 337 1619 2557 2182 3241 173 1117 220 1808 344 3185 1644 866
59,3253 1617 1132 2259 919 2525 1170 2795 845 1262 2821 1099 571 2014 719 1915 1715 2971 294 2828 1795 275 197 2638 2879 415 2845 2178 1655 295 1414 271 2117 1409 2809 2319 1730 3 752 1761 1521 1881 259 490 1556 865 1303 678 2142 1321
60,621 124 1927 912 1680 3186 2174 443 3203 1690 2521 1119 1124 1969 1575 1765 2331 613 3223 300 3067 1066 1327 471 231 3107 525 3143 1870 2795 1200 1766 3142 629 1696 865 828 2330 2869 2805 2089 1142 1054 439 1868 1050 1204 1648 3010 976
61,1575 2464 1455 2529 361 1197 1681 698 1185 1386 987 2631 2841 1324 505 2546 358 2845 1614 2855 954 719 1130 2959 702 491 938 2633 3181 741 2526 812 1465 3080 3241 1034 869 2403 2888 2012 1348 231 2651 2645 1196 1501 2206 1325 1422 3219
62,18 2068 2818 1135 380 2464 1749 999 1386 517 799 3078 2724 3209 1786 2269 2541 2574 1443 2324 1409 1198 496 299 716 1092 275 1030 3088 385 3022 1860 1949 609 1681 1800 1407 3073 522 491 1053 702 1197 2092 2012 1222 88 2108 117 1673
63,603 1200 1755 2885 2977 2652 2055 1975 2147 1386 1125 987 2022 786 346 1088 938 2232 1129 856 644 255 2115 2883 2710 2308 372 1956 2464 1837 2431 471 465 1964 231 609 2875 497 3221 280 2466 2688 3237 1871 1443 294 2163 3142 505 1239
64,2887 856 1896 2866 319 714 231 2557 1494 883 2957 1317 734 1802 1185 2937 1299 2007 1325 2196 1722 2537 692 372 3167 1330 2550 471 2392 2291 2885 2406 2413 2688 984 571 1821 689 2217 1240 1686 585 803 2646 1152 1635 1596 1383 706 157
65,1290 3049 346 497 1634 1357 402 1567 2115 2320 1474 2976 471 2977 706 2472 2455 3085 3073 2474 979 1575 1846 2035 1040 2464 231 1197 1874 2326 1812 3209 1868 1520 505 2055 3142 589 1818 2551 296 865 783 1005 358 2921 2308 1767 1437 2937
66,2406 3083 784 2437 2810 1489 938 598 1474 1804 2889 2385 98 1129 1941 2850 251 2305 79 2347 3189 1999 1197 2225 2887 2809 3134 987 1239 2885 3091 1054 1942 2805 1071 1896 905 1348 3106 2546 2193 1930 573 931 168 1034 1325 2651 2343 1156
67,331 935 3223 2973 14 2937 2002 2260 100 1533 2176 1792 2221 2770 2546 718 1071 59 1873 3209 2726 803 454 3090 168 470 1290 3085 1579 128 2145 2878 383 898 2986 2910 2942 932 845 401 2649 1432 192 1189 1200 2088 74 3202 2658 2320
68,1065 1419 1245 2758 2931 594 1400 2375 1013 2878 2126 794 2944 1567 370 1829 2810 1030 1939 770 3077 775 489 3189 2958 1613 264 1238 1124 662 263 417 584 1956 2621 289 2010 2776 1981 1535 2724 1651 3129 1888 1409 176 1850 2888 1579 1798
69,865 1860 706 1575 2977 1218 3079 2828 1197 1672 2149 2455 2007 783 1185 2319 1615 2444 2646 1621 2380 2100 259 505 2902 2283 3142 2179 2221 294 2527 2173 2117 2167 1906 2031 1795 486 443 213 2351 882 1715 2971 1195 1112 2339 697 1194 1325
70,1575 231 676 1474 505 1707 2527 1352 2474 1770 1213 1868 3118 2977 1268 3189 2022 1189 1755 964 2810 307 2320 1088 471 865 1325 2696 706 94 1113 2470 2007 2182 2445 3142 856 275 2726 239 2736 1224 2455 2339 2350 2514 2652 2115 444 2651
71,2924 2587 3101 233 175 1397 1771 317 938 1677 31 2012 1364 812 3041 2668 33 1778 2679 2591 365 2622 2831 457 2633 1829 302 572 2928 2522 2944 417 607 954 791 474 787 3193 1098 828 2644 584 2039 8 2464 361 2034 1415 2127 1184
72,351 2816 797 1690 1010 183 2840 2037 2598 912 2632 2146 3063 404 1750 661 2510 1907 1146 804 2181 3250 1674 1324 268 2177 425 3158 3099 2613 2749 1736 786 353 1741 2905 2830 1682 2747 3091 3033 1539 1980 2473 208 1046 1513 892 2506 1931
73,1575 573 719 1474 1941 1239 490 3106 3176 847 2885 2800 3014 2466 1119 2455 2810 1681 2529 2351 1517 1106 2971 2527 1268 2631 598 465 3198 358 2661 3189 2541 655 1325 1129 371 2474 2651 706 2385 2855 845 1573 753 644 3220 2173 2217 780
74,1575 2464 3176 1193 2831 465 783 2024 1325 2463 1154 2940 3186 2514 2805 968 2455 2470 2115 1269 1268 1295 2966 3037 2645 2007 987 938 296 2977 2193 702 2921 3209 2845 333 1681 2232 2841 2525 1034 358 2891 1755 2536 1321 714 1871 2474 1260
75,586 2100 2608 1351 2013 3078 621 3032 18 1637 1944 871 660 3013 3248 412 3231 3094 594 1465 799 1820 1860 2514 2030 1112 689 3215 2547 2738 870 2814 1793 1615 1222 780 2108 336 1405 1754 968 859 587 291 2639 2497 2549 269 1149 2772
76,2957 1977 2568 3087 2280 1766 1264 2432 2560 100 2504 1818 3082 3213 213 3018 1938 2107 607 1874 904 1783 2715 637 1664 1046 3003 2718 2470 2913 2652 2935 3047 599 2750 3223 1197 783 181 3241 1868 2187 803 480 2347 2016 3130 1942 2351 1193
77,1183 468 865 2652 2902 3189 1349 271 2977 275 3186 975 845 2350 2971 655 1195 2369 3147 2370 1032 1152 3145 2726 405 439 122 2022 1085 2385 842 1399 1185 2521 1365 1421 2096 1197 1804 1094 1853 939 1474 2485 589 384 486 401 856 2651
78,2163 2958 100 2147 1238 115 1737 2320 1956 140 3129 1602 1197 935 1268 1864 2649 644 491 609 2428 2696 987 28 454 2944 1292 2875 1239 1567 3039 1072 2879 1651 811 1991 2786 2962 324 1064 1102 2799 1784 2322 1259 1533 64 280 3257 1964
79,1747 115 381 1784 1111 292 2626 738 2044 1988 1758 62 959 2876 2393 1370 962 1944 1770 969 1200 2932 2874 2721 2559 2198 1706 241 512 2075 3104 814 2111 497 1402 2696 2463 2875 1060 48 2399 1220 2302 2084 1595 1239 899 3145 2750 834
80,2115 856 2887 1002 441 401 2609 215 1896 1474 865 1455 2455 829 1964 1369 3041 3121 3147 1681 682 719 471 119 2811 275 2971 2333 2196 1185 1868 2563 2944 2129 1124 2917 402 734 2089 2391 443 938 1317 15 372 976 2538 2546 573 2885
81,1737 116 2962 2652 1990 1423 1533 2227 1818 2022 2595 1498 2393 1001 454 2626 1386 2176 2163 1396 644 2035 2750 2885 2472 470 1290 1128 3162 1720 1060 232 814 1292 517 1286 2182 2666 3145 2384 1443 2488 2541 1520 2548 192 2338 2963 2616 2861
82,2752 1002 441 1110 2930 2297 1480 2811 148 1975 1054 1803 1065 2563 2176 1432 2024 2368 2546 948 403 358 714 2089 2160 2316 2885 2653 2225 940 2185 1474 2392 1716 1197 3038 505 319 598 2363 1723 215 987 2658 2515 2916 1861 2217 91 2164
83,2569 1032 1213 465 1714 380 1567 3202 2652 2810 3039 2888 1621 1121 2136 1197 2908 2944 2811 313 1770 2776 470 3210 517 1967 2937 2203 1474 407 964 1575 3059 695 1133 2312 2529 2621 2371 1520 956 2110 522 1340 2706 2350 1443 671 100 1696
84,829 2906 745 393 2373 1455 86 1020 2165 1197 714 175 2282 1575 398 1777 3174 561 493 1035 2480 672 1675 706 1346 231 2881 2537 1320 2855 385 496 2330 2024 1184 2255 1133 1194 1122 1028 845 2809 865 968 485 881 2916 1167 146 2133
85,176 88 1835 2480 2622 1860 3139 1244 1907 1059 898 374 3026 1112 1232 991 1754 427 589 430 2180 417 494 1341 2324 299 2012 2983 1811 2814 2086 1031 2928 621 1989 359 812 2034 2646 1505 457 1034 2514 217 716 1875 1923 2781 750 777
86,2572 3089 1534 2448 72 266 677 404 2934 1463 930 2056 1817 2226 1448 936 2724 752 241 3190 173 1800 786 204 2824 932 396 1237 1305 1020 2810 1644 550 2350 544 1758 2903 502 3204 2101 1658 2920 957 294 3081 2344 1470 1770 1507 1956
87,1260 745 2855 3209 128 845 1430 1922 277 1063 2031 2299 641 2770 749 181 3158 1302 3182 1857 1684 1673 923 299 457 122 1424 2320 702 2652 3142 2831 1193 1575 1212 521 1307 2747 2228 2217 1295 117 84 2464 1184 2359 2592 1956 1324 786
88,2270 1386 1269 1770 1797 2885 2855 1988 2217 2022 2384 1259 1085 2133 1443 465 2320 1474 1229 1200 644 2350 1197 1568 590 1602 454 331 2854 2921 655 1129 2977 2541 987 2809 2726 1800 1362 1020 448 2464 126 2198 2387 1470 85 865 868 2325
89,2387 1783 2966 2790 538 115 2075 1864 1770 505 3257 1259 2471 2441 740 2726 294 2307 2537 783 1881 275 2350 13 2455 2320 1795 1977 1127 2880 706 372 1784 1614 2398 3040 3064 2921 1238 1575 2937 140 2661 423 1936 910 332 292 595 1533
90,2086 975 1668 2018 412 1414 2364 2957 682 1652 783 1200 1485 865 3031 2128 2476 2713 1137 1868 719 1279 2107 1755 898 2142 2537 1132 2414 767 1196 924 2070 275 2464 2874 3071 1128 1099 3238 2024 2181 720 2117 1424 2178 1786 1681 710 3158
91,2225 861 475 2068 677 883 2565 615 362 2685 2471 994 35 2966 3227 1804 2866 2492 283 1915 1975 1289 1714 3077 1614 1156 1521 1912 2885 443 2923 725 701 2530 1770 2705 1298 168 1697 2398 751 377 2964 3059 1199 2188 487 98 1120 192
92,1194 1500 2069 1531 71 2377 1680 150 1969 906 852 1773 2763 2902 312 2475 271 2662 1064 1519 2200 1132 623 1450 2913 641 2841 3142 1803 1002 1876 2786 1137 1558 2734 1473 2479 1452 1896 2076 1978 128 1007 545 719 2369 328 2855 486 295
93,2365 1480 2833 2352 1852 2869 2350 1613 1152 2385 2902 2164 3116 1055 2217 2702 1349 328 856 2810 3077 2213 739 270 1976 2926 2521 2320 2811 2307 115 3186 1558 545 170 598 277 3189 2932 231 1521 1029 1362 1770 1496 1124 2472 505 1690 1360
94,2932 1 1797 155 243 1575 2811 1684 2217 1964 1474 2885 2977 1349 1224 1718 1437 2159 2529 2474 1770 553 2546 2713 987 1650 244 361 1861 1054 1432 2196 1613 2115 1058 2176 655 815 2305 734 1983 755 394 170 2246 2812 1896 825 842 1871
95,2662 958 1976 2159 2970 486 1731 2138 1342 689 847 3206 271 2489 2627 2702 2757 468 1251 2786 1456 2685 2731 694 13 1195 1521 2971 1044 2082 1680 751 471 331 571 2262 490 505 2075 1176 1320 971 3220 1404 2749 2979 443 3175 2770 2611
96,2536 1092 1348 2814 2845 844 3178 1185 1330 2940 86 2515 1586 2971 1197 2463 2320 1715 637 2885 2404 2815 231 1755 1132 412 1198 358 333 3142 505 1648 1768 3071 783 2966 918 2092 471 702 2117 3231 3026 1204 2030 1770 2144 1754 1170 2351
97,1821 3039 1396 2179 720 1046 192 49 2405 3250 3190 3090 1082 3233 2343 1714 2541 2579 2782 2281 1748 1318 3059 2431 814 277 2714 748 2470 596 1942 1619 1575 2111 1071 517 1990 2146 2850 14 272 3037 1141 2320 2875 856 1336 922 607 491
98,1956 385 1197 2819 3132 517 1567 2320 1951 644 1616 663 100 2855 2066 1443 1060 1357 2267 2883 1102 72 2208 1013 1911 1800 865 2754 1579 1812 1923 2299 470 1860 2308 2706 491 3207 765 2312 3085 1290 2295 3073 2024 1939 719 1474 968 1770
99,234 2576 47 1487 1749 2464 3127 800 898 1520 454 18 1200 2235 275 3236 964 865 380 1800 1967 2133 2350 1648 2022 1193 719 2810 1421 1567 2783 824 471 2497 559 385 1770 907 85 672 1616 433 2066 796 2180 871 333 2940 579 1386
100,2473 1302 2031 1386 981 2320 98 1409 2940 338 1768 2022 465 2351 1956 266 1197 294 2179 865 1749 241 1505 358 417 2464 1591 1767 1664 1200 2541 728 594 1465 2845 1348 2966 333 490 3078 1868 2463 275 1697 2190 2307 1444 2957 2108 719
101,498 3038 3010 2851 1418 356 1445 996 3099 1005 3242 1017 2661 2103 1911 3068 2211 2797 443 364 1421 2508 453 2788 142 1396 2376 2185 1795 471 446 1735 2208 1315 325 1807 2700 381 410 2296 672 2899 1420 1875 3202 252 1904 1643 2786 1842
